Trajectory - Seconds: 8.74, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.51, Y: 2.29), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 1.69, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.78, Y: 2.76), Rotation2d(Rads: 0.78, Deg: 44.70)), Curvature: 0.23), 
State(Sec: 1.74, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.83, Y: 2.80), Rotation2d(Rads: 0.79, Deg: 45.31)), Curvature: 0.09), 
State(Sec: 1.84, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.92, Y: 2.89), Rotation2d(Rads: 0.78, Deg: 44.64)), Curvature: -0.31), 
State(Sec: 1.93, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.00, Y: 2.96), Rotation2d(Rads: 0.71, Deg: 40.89)), Curvature: -0.96), 
State(Sec: 1.97, Vel m/s: 1.09, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.04, Y: 2.99), Rotation2d(Rads: 0.66, Deg: 37.58)), Curvature: -1.43), 
State(Sec: 2.02, Vel m/s: 1.04, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.07, Y: 3.02), Rotation2d(Rads: 0.58, Deg: 33.17)), Curvature: -2.00), 
State(Sec: 2.04, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.09, Y: 3.03), Rotation2d(Rads: 0.53, Deg: 30.53)), Curvature: -2.32), 
State(Sec: 2.06, Vel m/s: 1.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.11, Y: 3.04), Rotation2d(Rads: 0.48, Deg: 27.62)), Curvature: -2.64), 
State(Sec: 2.08, Vel m/s: 0.98, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.13, Y: 3.05), Rotation2d(Rads: 0.43, Deg: 24.45)), Curvature: -2.95), 
State(Sec: 2.10, Vel m/s: 0.96, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.14, Y: 3.06), Rotation2d(Rads: 0.37, Deg: 21.07)), Curvature: -3.22), 
State(Sec: 2.12, Vel m/s: 0.94, Accel m/s/s: -0.92, Pose: Pose2d(Translation2d(X: 2.16, Y: 3.06), Rotation2d(Rads: 0.31, Deg: 17.51)), Curvature: -3.43), 
State(Sec: 2.13, Vel m/s: 0.93, Accel m/s/s: -0.16, Pose: Pose2d(Translation2d(X: 2.18, Y: 3.07), Rotation2d(Rads: 0.24, Deg: 13.87)), Curvature: -3.55), 
State(Sec: 2.15, Vel m/s: 0.92, Accel m/s/s: 0.66, Pose: Pose2d(Translation2d(X: 2.20, Y: 3.07), Rotation2d(Rads: 0.18, Deg: 10.21)), Curvature: -3.58), 
State(Sec: 2.17, Vel m/s: 0.93, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.21, Y: 3.08), Rotation2d(Rads: 0.12, Deg: 6.64)), Curvature: -3.49), 
State(Sec: 2.19, Vel m/s: 0.95, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.23, Y: 3.08), Rotation2d(Rads: 0.06, Deg: 3.24)), Curvature: -3.29), 
State(Sec: 2.21, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.25, Y: 3.08), Rotation2d(Rads: 0.00, Deg: 0.09)), Curvature: -2.99), 
State(Sec: 2.23, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.27, Y: 3.08), Rotation2d(Rads: -0.05, Deg: -2.71)), Curvature: -2.62), 
State(Sec: 2.24, Vel m/s: 1.01, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.28, Y: 3.08), Rotation2d(Rads: -0.09, Deg: -5.12)), Curvature: -2.18), 
State(Sec: 2.31, Vel m/s: 1.07, Accel m/s/s: 0.73, Pose: Pose2d(Translation2d(X: 2.35, Y: 3.07), Rotation2d(Rads: -0.17, Deg: -9.74)), Curvature: -0.00), 
State(Sec: 2.35, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.39, Y: 3.06), Rotation2d(Rads: -0.20, Deg: -11.54)), Curvature: -1.66), 
State(Sec: 2.38, Vel m/s: 1.06, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.42, Y: 3.05), Rotation2d(Rads: -0.28, Deg: -16.20)), Curvature: -2.61), 
State(Sec: 2.40, Vel m/s: 1.05, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 2.44, Y: 3.05), Rotation2d(Rads: -0.33, Deg: -19.19)), Curvature: -2.79), 
State(Sec: 2.42, Vel m/s: 1.05, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.46, Y: 3.04), Rotation2d(Rads: -0.39, Deg: -22.40)), Curvature: -2.79), 
State(Sec: 2.44, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.48, Y: 3.03), Rotation2d(Rads: -0.45, Deg: -25.68)), Curvature: -2.67), 
State(Sec: 2.46, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.50, Y: 3.02), Rotation2d(Rads: -0.50, Deg: -28.91)), Curvature: -2.45), 
State(Sec: 2.48, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.52, Y: 3.01), Rotation2d(Rads: -0.56, Deg: -32.00)), Curvature: -2.19), 
State(Sec: 2.50, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.54, Y: 2.99), Rotation2d(Rads: -0.61, Deg: -34.89)), Curvature: -1.92), 
State(Sec: 2.52, Vel m/s: 1.15, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.56, Y: 2.98), Rotation2d(Rads: -0.66, Deg: -37.55)), Curvature: -1.65), 
State(Sec: 2.55, Vel m/s: 1.18, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.58, Y: 2.96), Rotation2d(Rads: -0.70, Deg: -39.97)), Curvature: -1.41), 
State(Sec: 2.60, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.63, Y: 2.92), Rotation2d(Rads: -0.77, Deg: -44.11)), Curvature: -1.01), 
State(Sec: 2.65, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.67, Y: 2.87), Rotation2d(Rads: -0.83, Deg: -47.40)), Curvature: -0.71), 
State(Sec: 2.71, Vel m/s: 1.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.72, Y: 2.82), Rotation2d(Rads: -0.87, Deg: -49.98)), Curvature: -0.51), 
State(Sec: 2.77, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.77, Y: 2.75), Rotation2d(Rads: -0.91, Deg: -51.99)), Curvature: -0.36), 
State(Sec: 2.83, Vel m/s: 1.46, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.83, Y: 2.68), Rotation2d(Rads: -0.93, Deg: -53.53)), Curvature: -0.26), 
State(Sec: 2.89, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.88, Y: 2.61), Rotation2d(Rads: -0.95, Deg: -54.70)), Curvature: -0.18), 
State(Sec: 2.96, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.94, Y: 2.53), Rotation2d(Rads: -0.97, Deg: -55.55)), Curvature: -0.12), 
State(Sec: 3.02, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.99, Y: 2.44), Rotation2d(Rads: -0.98, Deg: -56.14)), Curvature: -0.08), 
State(Sec: 3.08, Vel m/s: 1.71, Accel m/s/s: -0.80, Pose: Pose2d(Translation2d(X: 3.05, Y: 2.36), Rotation2d(Rads: -0.99, Deg: -56.48)), Curvature: -0.04), 
State(Sec: 3.14, Vel m/s: 1.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.11, Y: 2.27), Rotation2d(Rads: -0.99, Deg: -56.59)), Curvature: -0.00), 
State(Sec: 3.21, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.17, Y: 2.18), Rotation2d(Rads: -0.99, Deg: -56.48)), Curvature: 0.04), 
State(Sec: 3.27, Vel m/s: 1.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.22, Y: 2.10), Rotation2d(Rads: -0.98, Deg: -56.15)), Curvature: 0.08), 
State(Sec: 3.34, Vel m/s: 1.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.28, Y: 2.02), Rotation2d(Rads: -0.97, Deg: -55.56)), Curvature: 0.13), 
State(Sec: 3.41, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.34, Y: 1.94), Rotation2d(Rads: -0.95, Deg: -54.69)), Curvature: 0.19), 
State(Sec: 3.47, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.86), Rotation2d(Rads: -0.93, Deg: -53.48)), Curvature: 0.28), 
State(Sec: 3.54, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.44, Y: 1.80), Rotation2d(Rads: -0.91, Deg: -51.87)), Curvature: 0.40), 
State(Sec: 3.60, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.49, Y: 1.74), Rotation2d(Rads: -0.87, Deg: -49.73)), Curvature: 0.57), 
State(Sec: 3.66, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.54, Y: 1.68), Rotation2d(Rads: -0.82, Deg: -46.94)), Curvature: 0.82), 
State(Sec: 3.72, Vel m/s: 1.08, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: 1.64), Rotation2d(Rads: -0.76, Deg: -43.32)), Curvature: 1.20), 
State(Sec: 3.77, Vel m/s: 1.03, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.62, Y: 1.60), Rotation2d(Rads: -0.67, Deg: -38.64)), Curvature: 1.75), 
State(Sec: 3.80, Vel m/s: 1.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.64, Y: 1.58), Rotation2d(Rads: -0.63, Deg: -35.85)), Curvature: 2.09), 
State(Sec: 3.82, Vel m/s: 0.98, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.66, Y: 1.57), Rotation2d(Rads: -0.57, Deg: -32.75)), Curvature: 2.48), 
State(Sec: 3.84, Vel m/s: 0.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.68, Y: 1.56), Rotation2d(Rads: -0.51, Deg: -29.33)), Curvature: 2.88), 
State(Sec: 3.87, Vel m/s: 0.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.70, Y: 1.55), Rotation2d(Rads: -0.45, Deg: -25.64)), Curvature: 3.28), 
State(Sec: 3.89, Vel m/s: 0.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.72, Y: 1.54), Rotation2d(Rads: -0.38, Deg: -21.75)), Curvature: 3.61), 
State(Sec: 3.91, Vel m/s: 0.89, Accel m/s/s: -0.03, Pose: Pose2d(Translation2d(X: 3.74, Y: 1.54), Rotation2d(Rads: -0.31, Deg: -17.77)), Curvature: 3.81), 
State(Sec: 3.93, Vel m/s: 0.89, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.75, Y: 1.53), Rotation2d(Rads: -0.24, Deg: -13.86)), Curvature: 3.82), 
State(Sec: 3.95, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.77, Y: 1.53), Rotation2d(Rads: -0.18, Deg: -10.22)), Curvature: 3.57), 
State(Sec: 3.97, Vel m/s: 0.93, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.79, Y: 1.52), Rotation2d(Rads: -0.12, Deg: -7.05)), Curvature: 3.05), 
State(Sec: 3.98, Vel m/s: 0.94, Accel m/s/s: -0.19, Pose: Pose2d(Translation2d(X: 3.80, Y: 1.52), Rotation2d(Rads: -0.08, Deg: -4.56)), Curvature: 2.25), 
State(Sec: 4.02, Vel m/s: 0.94, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.83, Y: 1.52), Rotation2d(Rads: -0.04, Deg: -2.38)), Curvature: -0.00), 
State(Sec: 4.05, Vel m/s: 0.90, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.87, Y: 1.52), Rotation2d(Rads: -0.00, Deg: -0.03)), Curvature: 2.44), 
State(Sec: 4.07, Vel m/s: 0.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.88, Y: 1.52), Rotation2d(Rads: 0.05, Deg: 2.66)), Curvature: 3.31), 
State(Sec: 4.09, Vel m/s: 0.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.90, Y: 1.52), Rotation2d(Rads: 0.11, Deg: 6.11)), Curvature: 3.90), 
State(Sec: 4.11, Vel m/s: 0.85, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 3.92, Y: 1.52), Rotation2d(Rads: 0.18, Deg: 10.08)), Curvature: 4.17), 
State(Sec: 4.13, Vel m/s: 0.85, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.93, Y: 1.53), Rotation2d(Rads: 0.25, Deg: 14.33)), Curvature: 4.17), 
State(Sec: 4.15, Vel m/s: 0.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.95, Y: 1.53), Rotation2d(Rads: 0.33, Deg: 18.66)), Curvature: 3.93), 
State(Sec: 4.17, Vel m/s: 0.89, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.97, Y: 1.54), Rotation2d(Rads: 0.40, Deg: 22.88)), Curvature: 3.55), 
State(Sec: 4.20, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.99, Y: 1.55), Rotation2d(Rads: 0.47, Deg: 26.86)), Curvature: 3.10), 
State(Sec: 4.22, Vel m/s: 0.94, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.01, Y: 1.56), Rotation2d(Rads: 0.53, Deg: 30.53)), Curvature: 2.63), 
State(Sec: 4.25, Vel m/s: 0.96, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.03, Y: 1.57), Rotation2d(Rads: 0.59, Deg: 33.84)), Curvature: 2.20), 
State(Sec: 4.27, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.05, Y: 1.59), Rotation2d(Rads: 0.64, Deg: 36.80)), Curvature: 1.82), 
State(Sec: 4.33, Vel m/s: 1.05, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.09, Y: 1.62), Rotation2d(Rads: 0.73, Deg: 41.71)), Curvature: 1.23), 
State(Sec: 4.39, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.14, Y: 1.67), Rotation2d(Rads: 0.79, Deg: 45.48)), Curvature: 0.83), 
State(Sec: 4.45, Vel m/s: 1.17, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.19, Y: 1.72), Rotation2d(Rads: 0.84, Deg: 48.35)), Curvature: 0.57), 
State(Sec: 4.52, Vel m/s: 1.24, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.24, Y: 1.78), Rotation2d(Rads: 0.88, Deg: 50.54)), Curvature: 0.39), 
State(Sec: 4.59, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: 1.85), Rotation2d(Rads: 0.91, Deg: 52.19)), Curvature: 0.27), 
State(Sec: 4.66, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.35, Y: 1.93), Rotation2d(Rads: 0.93, Deg: 53.42)), Curvature: 0.19), 
State(Sec: 4.73, Vel m/s: 1.45, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.41, Y: 2.01), Rotation2d(Rads: 0.95, Deg: 54.30)), Curvature: 0.13), 
State(Sec: 4.80, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.47, Y: 2.09), Rotation2d(Rads: 0.96, Deg: 54.91)), Curvature: 0.08), 
State(Sec: 4.87, Vel m/s: 1.59, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.53, Y: 2.18), Rotation2d(Rads: 0.96, Deg: 55.26)), Curvature: 0.04), 
State(Sec: 4.94, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.60, Y: 2.27), Rotation2d(Rads: 0.97, Deg: 55.39)), Curvature: 0.00), 
State(Sec: 5.00, Vel m/s: 1.72, Accel m/s/s: -0.44, Pose: Pose2d(Translation2d(X: 4.66, Y: 2.36), Rotation2d(Rads: 0.97, Deg: 55.29)), Curvature: -0.03), 
State(Sec: 5.07, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.72, Y: 2.45), Rotation2d(Rads: 0.96, Deg: 54.98)), Curvature: -0.07), 
State(Sec: 5.13, Vel m/s: 1.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.78, Y: 2.54), Rotation2d(Rads: 0.95, Deg: 54.43)), Curvature: -0.11), 
State(Sec: 5.19, Vel m/s: 1.56, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.84, Y: 2.62), Rotation2d(Rads: 0.94, Deg: 53.62)), Curvature: -0.17), 
State(Sec: 5.26, Vel m/s: 1.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.90, Y: 2.70), Rotation2d(Rads: 0.92, Deg: 52.51)), Curvature: -0.24), 
State(Sec: 5.32, Vel m/s: 1.44, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.96, Y: 2.77), Rotation2d(Rads: 0.89, Deg: 51.03)), Curvature: -0.33), 
State(Sec: 5.38, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.01, Y: 2.83), Rotation2d(Rads: 0.86, Deg: 49.11)), Curvature: -0.46), 
State(Sec: 5.44, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.06, Y: 2.89), Rotation2d(Rads: 0.81, Deg: 46.63)), Curvature: -0.65), 
State(Sec: 5.49, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.11, Y: 2.94), Rotation2d(Rads: 0.76, Deg: 43.47)), Curvature: -0.92), 
State(Sec: 5.55, Vel m/s: 1.21, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.16, Y: 2.99), Rotation2d(Rads: 0.69, Deg: 39.49)), Curvature: -1.29), 
State(Sec: 5.59, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.21, Y: 3.02), Rotation2d(Rads: 0.60, Deg: 34.59)), Curvature: -1.77), 
State(Sec: 5.62, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.23, Y: 3.03), Rotation2d(Rads: 0.55, Deg: 31.79)), Curvature: -2.03), 
State(Sec: 5.64, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: 3.05), Rotation2d(Rads: 0.50, Deg: 28.79)), Curvature: -2.28), 
State(Sec: 5.66, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.27, Y: 3.06), Rotation2d(Rads: 0.45, Deg: 25.65)), Curvature: -2.49), 
State(Sec: 5.68, Vel m/s: 1.08, Accel m/s/s: -0.10, Pose: Pose2d(Translation2d(X: 5.29, Y: 3.07), Rotation2d(Rads: 0.39, Deg: 22.44)), Curvature: -2.62), 
State(Sec: 5.70, Vel m/s: 1.07, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.31, Y: 3.07), Rotation2d(Rads: 0.34, Deg: 19.30)), Curvature: -2.63), 
State(Sec: 5.72, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.33, Y: 3.08), Rotation2d(Rads: 0.29, Deg: 16.35)), Curvature: -2.48), 
State(Sec: 5.75, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.37, Y: 3.09), Rotation2d(Rads: 0.20, Deg: 11.73)), Curvature: -1.59), 
State(Sec: 5.78, Vel m/s: 1.16, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.40, Y: 3.10), Rotation2d(Rads: 0.17, Deg: 9.93)), Curvature: 0.00), 
State(Sec: 5.85, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.48, Y: 3.11), Rotation2d(Rads: 0.11, Deg: 6.37)), Curvature: -1.43), 
State(Sec: 5.88, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.52, Y: 3.11), Rotation2d(Rads: 0.05, Deg: 2.81)), Curvature: -1.65), 
State(Sec: 5.91, Vel m/s: 1.29, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.56, Y: 3.11), Rotation2d(Rads: -0.02, Deg: -1.15)), Curvature: -1.60), 
State(Sec: 5.95, Vel m/s: 1.32, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 3.11), Rotation2d(Rads: -0.09, Deg: -5.08)), Curvature: -1.41), 
State(Sec: 5.98, Vel m/s: 1.36, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.65, Y: 3.10), Rotation2d(Rads: -0.15, Deg: -8.71)), Curvature: -1.17), 
State(Sec: 6.02, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.70, Y: 3.09), Rotation2d(Rads: -0.21, Deg: -11.93)), Curvature: -0.93), 
State(Sec: 6.06, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.76, Y: 3.08), Rotation2d(Rads: -0.26, Deg: -14.69)), Curvature: -0.74), 
State(Sec: 6.11, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.82, Y: 3.06), Rotation2d(Rads: -0.30, Deg: -17.02)), Curvature: -0.57), 
State(Sec: 6.15, Vel m/s: 1.53, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.88, Y: 3.04), Rotation2d(Rads: -0.33, Deg: -18.97)), Curvature: -0.45), 
State(Sec: 6.20, Vel m/s: 1.57, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.95, Y: 3.02), Rotation2d(Rads: -0.36, Deg: -20.58)), Curvature: -0.35), 
State(Sec: 6.24, Vel m/s: 1.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.02, Y: 2.99), Rotation2d(Rads: -0.38, Deg: -21.90)), Curvature: -0.27), 
State(Sec: 6.29, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.09, Y: 2.96), Rotation2d(Rads: -0.40, Deg: -22.96)), Curvature: -0.21), 
State(Sec: 6.34, Vel m/s: 1.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.17, Y: 2.93), Rotation2d(Rads: -0.42, Deg: -23.82)), Curvature: -0.16), 
