Trajectory - Seconds: 17.97, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.25, Y: 2.11), Rotation2d(Rads: 0.62, Deg: 35.42)), Curvature: 0.00), 
State(Sec: 1.56, Vel m/s: 1.56, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.42, Y: 2.40), Rotation2d(Rads: 0.18, Deg: 10.04)), Curvature: -0.16), 
State(Sec: 1.61, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.50, Y: 2.41), Rotation2d(Rads: 0.16, Deg: 9.19)), Curvature: -0.21), 
State(Sec: 1.66, Vel m/s: 1.66, Accel m/s/s: -0.85, Pose: Pose2d(Translation2d(X: 2.57, Y: 2.43), Rotation2d(Rads: 0.14, Deg: 8.08)), Curvature: -0.30), 
State(Sec: 1.70, Vel m/s: 1.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.64, Y: 2.43), Rotation2d(Rads: 0.12, Deg: 6.62)), Curvature: -0.45), 
State(Sec: 1.77, Vel m/s: 1.55, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.75, Y: 2.44), Rotation2d(Rads: 0.04, Deg: 2.41)), Curvature: -0.89), 
State(Sec: 1.82, Vel m/s: 1.60, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.84, Y: 2.44), Rotation2d(Rads: -0.02, Deg: -1.04)), Curvature: 0.00), 
State(Sec: 1.87, Vel m/s: 1.65, Accel m/s/s: 0.83, Pose: Pose2d(Translation2d(X: 2.92, Y: 2.44), Rotation2d(Rads: -0.04, Deg: -2.46)), Curvature: -0.41), 
State(Sec: 1.94, Vel m/s: 1.71, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.03, Y: 2.43), Rotation2d(Rads: -0.08, Deg: -4.71)), Curvature: -0.31), 
State(Sec: 1.98, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.09, Y: 2.43), Rotation2d(Rads: -0.10, Deg: -5.77)), Curvature: -0.27), 
State(Sec: 2.02, Vel m/s: 1.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.16, Y: 2.42), Rotation2d(Rads: -0.12, Deg: -6.83)), Curvature: -0.25), 
State(Sec: 2.07, Vel m/s: 1.58, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.24, Y: 2.41), Rotation2d(Rads: -0.14, Deg: -7.94)), Curvature: -0.26), 
State(Sec: 2.12, Vel m/s: 1.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.32, Y: 2.40), Rotation2d(Rads: -0.16, Deg: -9.17)), Curvature: -0.29), 
State(Sec: 2.17, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.39, Y: 2.39), Rotation2d(Rads: -0.19, Deg: -10.61)), Curvature: -0.36), 
State(Sec: 2.22, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.47, Y: 2.37), Rotation2d(Rads: -0.22, Deg: -12.36)), Curvature: -0.47), 
State(Sec: 2.27, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.53, Y: 2.36), Rotation2d(Rads: -0.25, Deg: -14.57)), Curvature: -0.66), 
State(Sec: 2.32, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.59, Y: 2.34), Rotation2d(Rads: -0.30, Deg: -17.41)), Curvature: -0.97), 
State(Sec: 2.36, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.64, Y: 2.32), Rotation2d(Rads: -0.37, Deg: -21.05)), Curvature: -1.40), 
State(Sec: 2.39, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.69, Y: 2.30), Rotation2d(Rads: -0.44, Deg: -25.40)), Curvature: -1.83), 
State(Sec: 2.43, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.72, Y: 2.28), Rotation2d(Rads: -0.52, Deg: -29.61)), Curvature: -1.64), 
State(Sec: 2.45, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.75, Y: 2.27), Rotation2d(Rads: -0.55, Deg: -31.61)), Curvature: 0.00), 
State(Sec: 2.48, Vel m/s: 1.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.78, Y: 2.25), Rotation2d(Rads: -0.58, Deg: -33.25)), Curvature: -1.32), 
State(Sec: 2.51, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.82, Y: 2.22), Rotation2d(Rads: -0.64, Deg: -36.62)), Curvature: -1.39), 
State(Sec: 2.55, Vel m/s: 1.40, Accel m/s/s: 0.61, Pose: Pose2d(Translation2d(X: 3.86, Y: 2.19), Rotation2d(Rads: -0.70, Deg: -40.00)), Curvature: -1.03), 
State(Sec: 2.59, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.90, Y: 2.15), Rotation2d(Rads: -0.75, Deg: -42.83)), Curvature: -0.72), 
State(Sec: 2.63, Vel m/s: 1.38, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.95, Y: 2.11), Rotation2d(Rads: -0.79, Deg: -45.13)), Curvature: -0.52), 
State(Sec: 2.69, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.00, Y: 2.06), Rotation2d(Rads: -0.82, Deg: -47.06)), Curvature: -0.41), 
State(Sec: 2.75, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.05, Y: 2.00), Rotation2d(Rads: -0.85, Deg: -48.80)), Curvature: -0.37), 
State(Sec: 2.81, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.10, Y: 1.94), Rotation2d(Rads: -0.88, Deg: -50.48)), Curvature: -0.37), 
State(Sec: 2.88, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.15, Y: 1.87), Rotation2d(Rads: -0.91, Deg: -52.27)), Curvature: -0.43), 
State(Sec: 2.95, Vel m/s: 1.07, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.20, Y: 1.81), Rotation2d(Rads: -0.95, Deg: -54.34)), Curvature: -0.56), 
State(Sec: 3.01, Vel m/s: 1.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.23, Y: 1.76), Rotation2d(Rads: -0.99, Deg: -56.94)), Curvature: -0.82), 
State(Sec: 3.07, Vel m/s: 0.94, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.26, Y: 1.71), Rotation2d(Rads: -1.05, Deg: -60.42)), Curvature: -1.33), 
State(Sec: 3.13, Vel m/s: 0.89, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.29, Y: 1.67), Rotation2d(Rads: -1.14, Deg: -65.29)), Curvature: -2.30), 
State(Sec: 3.15, Vel m/s: 0.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: 1.65), Rotation2d(Rads: -1.19, Deg: -68.40)), Curvature: -3.01), 
State(Sec: 3.17, Vel m/s: 0.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: 1.63), Rotation2d(Rads: -1.26, Deg: -71.95)), Curvature: -3.78), 
State(Sec: 3.19, Vel m/s: 0.82, Accel m/s/s: 0.77, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.61), Rotation2d(Rads: -1.32, Deg: -75.77)), Curvature: -4.37), 
State(Sec: 3.21, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.60), Rotation2d(Rads: -1.39, Deg: -79.46)), Curvature: -4.25), 
State(Sec: 3.24, Vel m/s: 0.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.57), Rotation2d(Rads: -1.46, Deg: -83.43)), Curvature: -0.00), 
State(Sec: 3.36, Vel m/s: 0.98, Accel m/s/s: -0.92, Pose: Pose2d(Translation2d(X: 4.32, Y: 1.47), Rotation2d(Rads: -1.52, Deg: -86.81)), Curvature: -0.87), 
State(Sec: 3.42, Vel m/s: 0.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.32, Y: 1.41), Rotation2d(Rads: -1.57, Deg: -89.96)), Curvature: -1.07), 
State(Sec: 3.48, Vel m/s: 0.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.32, Y: 1.35), Rotation2d(Rads: -1.64, Deg: -93.93)), Curvature: -1.43), 
State(Sec: 3.51, Vel m/s: 0.83, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.32, Y: 1.33), Rotation2d(Rads: -1.68, Deg: -96.36)), Curvature: -1.73), 
State(Sec: 3.54, Vel m/s: 0.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.32, Y: 1.30), Rotation2d(Rads: -1.73, Deg: -99.19)), Curvature: -2.17), 
State(Sec: 3.57, Vel m/s: 0.77, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.28), Rotation2d(Rads: -1.79, Deg: -102.52)), Curvature: -2.76), 
State(Sec: 3.60, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.26), Rotation2d(Rads: -1.86, Deg: -106.38)), Curvature: -3.47), 
State(Sec: 3.63, Vel m/s: 0.72, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: 1.24), Rotation2d(Rads: -1.93, Deg: -110.71)), Curvature: -4.13), 
State(Sec: 3.65, Vel m/s: 0.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.29, Y: 1.22), Rotation2d(Rads: -2.01, Deg: -115.10)), Curvature: -4.25), 
State(Sec: 3.68, Vel m/s: 0.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.29, Y: 1.21), Rotation2d(Rads: -2.07, Deg: -118.70)), Curvature: -3.03), 
State(Sec: 3.70, Vel m/s: 0.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.28, Y: 1.19), Rotation2d(Rads: -2.10, Deg: -120.21)), Curvature: 0.00), 
State(Sec: 3.73, Vel m/s: 0.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.27, Y: 1.18), Rotation2d(Rads: -2.16, Deg: -123.83)), Curvature: -6.57), 
State(Sec: 3.74, Vel m/s: 0.60, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.26, Y: 1.17), Rotation2d(Rads: -2.22, Deg: -127.32)), Curvature: -7.10), 
State(Sec: 3.76, Vel m/s: 0.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.26, Y: 1.16), Rotation2d(Rads: -2.29, Deg: -131.06)), Curvature: -6.49), 
State(Sec: 3.77, Vel m/s: 0.63, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.25, Y: 1.16), Rotation2d(Rads: -2.35, Deg: -134.65)), Curvature: -5.43), 
State(Sec: 3.79, Vel m/s: 0.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.24, Y: 1.15), Rotation2d(Rads: -2.41, Deg: -137.90)), Curvature: -4.34), 
State(Sec: 3.81, Vel m/s: 0.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.23, Y: 1.14), Rotation2d(Rads: -2.46, Deg: -140.74)), Curvature: -3.41), 
State(Sec: 3.83, Vel m/s: 0.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.22, Y: 1.13), Rotation2d(Rads: -2.50, Deg: -143.19)), Curvature: -2.68), 
State(Sec: 3.88, Vel m/s: 0.74, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.20, Y: 1.11), Rotation2d(Rads: -2.57, Deg: -147.12)), Curvature: -1.73), 
State(Sec: 3.93, Vel m/s: 0.79, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.16, Y: 1.09), Rotation2d(Rads: -2.62, Deg: -150.14)), Curvature: -1.22), 
State(Sec: 4.02, Vel m/s: 0.88, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.09, Y: 1.06), Rotation2d(Rads: -2.70, Deg: -154.72)), Curvature: -0.85), 
State(Sec: 4.11, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.02, Y: 1.02), Rotation2d(Rads: -2.77, Deg: -158.87)), Curvature: -0.96), 
State(Sec: 4.15, Vel m/s: 1.01, Accel m/s/s: 0.23, Pose: Pose2d(Translation2d(X: 3.98, Y: 1.01), Rotation2d(Rads: -2.81, Deg: -161.24)), Curvature: -1.22), 
State(Sec: 4.19, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.95, Y: 1.00), Rotation2d(Rads: -2.86, Deg: -164.08)), Curvature: -1.69), 
State(Sec: 4.22, Vel m/s: 0.99, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.92, Y: 0.99), Rotation2d(Rads: -2.92, Deg: -167.58)), Curvature: -2.44), 
State(Sec: 4.24, Vel m/s: 0.96, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.89, Y: 0.99), Rotation2d(Rads: -3.00, Deg: -171.77)), Curvature: -3.29), 
State(Sec: 4.26, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.87, Y: 0.99), Rotation2d(Rads: -3.07, Deg: -175.92)), Curvature: -3.09), 
State(Sec: 4.28, Vel m/s: 1.01, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.85, Y: 0.99), Rotation2d(Rads: -3.11, Deg: -177.93)), Curvature: -0.00), 
State(Sec: 4.30, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.83, Y: 0.99), Rotation2d(Rads: -3.14, Deg: -179.81)), Curvature: -2.80), 
State(Sec: 4.32, Vel m/s: 1.05, Accel m/s/s: -0.02, Pose: Pose2d(Translation2d(X: 3.81, Y: 0.99), Rotation2d(Rads: 3.08, Deg: 176.46)), Curvature: -2.70), 
State(Sec: 4.35, Vel m/s: 1.05, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.78, Y: 0.99), Rotation2d(Rads: 3.02, Deg: 172.84)), Curvature: -1.90), 
State(Sec: 4.38, Vel m/s: 1.01, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.75, Y: 0.99), Rotation2d(Rads: 2.96, Deg: 169.82)), Curvature: -1.32), 
State(Sec: 4.47, Vel m/s: 0.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.67, Y: 1.01), Rotation2d(Rads: 2.88, Deg: 164.88)), Curvature: -0.88), 
State(Sec: 4.58, Vel m/s: 0.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: 1.04), Rotation2d(Rads: 2.79, Deg: 159.88)), Curvature: -1.01), 
State(Sec: 4.64, Vel m/s: 0.75, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.53, Y: 1.06), Rotation2d(Rads: 2.74, Deg: 156.75)), Curvature: -1.29), 
State(Sec: 4.70, Vel m/s: 0.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.49, Y: 1.08), Rotation2d(Rads: 2.67, Deg: 152.75)), Curvature: -1.85), 
State(Sec: 4.74, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.47, Y: 1.09), Rotation2d(Rads: 2.62, Deg: 150.25)), Curvature: -2.28), 
State(Sec: 4.77, Vel m/s: 0.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.45, Y: 1.10), Rotation2d(Rads: 2.57, Deg: 147.32)), Curvature: -2.88), 
State(Sec: 4.80, Vel m/s: 0.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.44, Y: 1.11), Rotation2d(Rads: 2.51, Deg: 143.84)), Curvature: -3.70), 
State(Sec: 4.83, Vel m/s: 0.57, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.42, Y: 1.12), Rotation2d(Rads: 2.44, Deg: 139.70)), Curvature: -4.77), 
State(Sec: 4.85, Vel m/s: 0.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.41, Y: 1.13), Rotation2d(Rads: 2.35, Deg: 134.80)), Curvature: -6.14), 
State(Sec: 4.87, Vel m/s: 0.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.41, Y: 1.14), Rotation2d(Rads: 2.30, Deg: 132.05)), Curvature: -6.91), 
State(Sec: 4.88, Vel m/s: 0.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.40, Y: 1.14), Rotation2d(Rads: 2.25, Deg: 129.10)), Curvature: -7.72), 
State(Sec: 4.90, Vel m/s: 0.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.40, Y: 1.15), Rotation2d(Rads: 2.20, Deg: 125.96)), Curvature: -8.51), 
State(Sec: 4.91, Vel m/s: 0.49, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.40, Y: 1.15), Rotation2d(Rads: 2.14, Deg: 122.67)), Curvature: -9.23), 
State(Sec: 4.92, Vel m/s: 0.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.16), Rotation2d(Rads: 2.08, Deg: 119.27)), Curvature: -9.82), 
State(Sec: 4.93, Vel m/s: 0.46, Accel m/s/s: -0.18, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.16), Rotation2d(Rads: 2.02, Deg: 115.83)), Curvature: -10.19), 
State(Sec: 4.95, Vel m/s: 0.46, Accel m/s/s: 0.87, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.17), Rotation2d(Rads: 1.96, Deg: 112.41)), Curvature: -10.25), 
State(Sec: 4.96, Vel m/s: 0.47, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.17), Rotation2d(Rads: 1.90, Deg: 109.13)), Curvature: -9.95), 
State(Sec: 4.97, Vel m/s: 0.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.18), Rotation2d(Rads: 1.85, Deg: 106.07)), Curvature: -9.25), 
State(Sec: 4.98, Vel m/s: 0.49, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.18), Rotation2d(Rads: 1.80, Deg: 103.35)), Curvature: -8.13), 
State(Sec: 5.00, Vel m/s: 0.51, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.19), Rotation2d(Rads: 1.73, Deg: 99.34)), Curvature: -4.72), 
State(Sec: 5.02, Vel m/s: 0.53, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.20), Rotation2d(Rads: 1.71, Deg: 97.85)), Curvature: -0.00), 
State(Sec: 5.11, Vel m/s: 0.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.37, Y: 1.25), Rotation2d(Rads: 1.66, Deg: 95.17)), Curvature: -1.24), 
State(Sec: 5.21, Vel m/s: 0.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.37, Y: 1.32), Rotation2d(Rads: 1.59, Deg: 91.10)), Curvature: -0.81), 
State(Sec: 5.34, Vel m/s: 0.85, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.37, Y: 1.42), Rotation2d(Rads: 1.52, Deg: 86.92)), Curvature: -0.70), 
State(Sec: 5.41, Vel m/s: 0.92, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.48), Rotation2d(Rads: 1.48, Deg: 84.53)), Curvature: -0.73), 
State(Sec: 5.47, Vel m/s: 0.98, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.38, Y: 1.54), Rotation2d(Rads: 1.43, Deg: 81.75)), Curvature: -0.83), 
State(Sec: 5.53, Vel m/s: 1.05, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.61), Rotation2d(Rads: 1.37, Deg: 78.45)), Curvature: -0.99), 
State(Sec: 5.59, Vel m/s: 1.10, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.41, Y: 1.67), Rotation2d(Rads: 1.30, Deg: 74.45)), Curvature: -1.23), 
State(Sec: 5.65, Vel m/s: 1.16, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.43, Y: 1.73), Rotation2d(Rads: 1.21, Deg: 69.57)), Curvature: -1.56), 
State(Sec: 5.67, Vel m/s: 1.18, Accel m/s/s: 0.40, Pose: Pose2d(Translation2d(X: 3.44, Y: 1.75), Rotation2d(Rads: 1.17, Deg: 66.77)), Curvature: -1.75), 
State(Sec: 5.70, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.45, Y: 1.78), Rotation2d(Rads: 1.11, Deg: 63.74)), Curvature: -1.95), 
State(Sec: 5.72, Vel m/s: 1.17, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.46, Y: 1.80), Rotation2d(Rads: 1.06, Deg: 60.50)), Curvature: -2.13), 
State(Sec: 5.74, Vel m/s: 1.15, Accel m/s/s: -0.54, Pose: Pose2d(Translation2d(X: 3.48, Y: 1.83), Rotation2d(Rads: 1.00, Deg: 57.11)), Curvature: -2.27), 
State(Sec: 5.77, Vel m/s: 1.13, Accel m/s/s: 0.68, Pose: Pose2d(Translation2d(X: 3.49, Y: 1.85), Rotation2d(Rads: 0.94, Deg: 53.67)), Curvature: -2.33), 
State(Sec: 5.79, Vel m/s: 1.15, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.51, Y: 1.87), Rotation2d(Rads: 0.88, Deg: 50.34)), Curvature: -2.26), 
State(Sec: 5.81, Vel m/s: 1.17, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.52, Y: 1.89), Rotation2d(Rads: 0.83, Deg: 47.31)), Curvature: -2.02), 
State(Sec: 5.83, Vel m/s: 1.19, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.54, Y: 1.90), Rotation2d(Rads: 0.78, Deg: 44.82)), Curvature: -1.57), 
State(Sec: 5.87, Vel m/s: 1.23, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 3.57, Y: 1.94), Rotation2d(Rads: 0.74, Deg: 42.51)), Curvature: -0.00), 
State(Sec: 5.91, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.61, Y: 1.97), Rotation2d(Rads: 0.71, Deg: 40.70)), Curvature: -1.27), 
State(Sec: 5.95, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.65, Y: 2.00), Rotation2d(Rads: 0.63, Deg: 36.09)), Curvature: -2.02), 
State(Sec: 5.97, Vel m/s: 1.16, Accel m/s/s: -0.38, Pose: Pose2d(Translation2d(X: 3.67, Y: 2.01), Rotation2d(Rads: 0.58, Deg: 33.14)), Curvature: -2.19), 
State(Sec: 5.99, Vel m/s: 1.16, Accel m/s/s: 0.78, Pose: Pose2d(Translation2d(X: 3.69, Y: 2.02), Rotation2d(Rads: 0.52, Deg: 29.99)), Curvature: -2.23), 
State(Sec: 6.01, Vel m/s: 1.17, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.71, Y: 2.04), Rotation2d(Rads: 0.47, Deg: 26.78)), Curvature: -2.15), 
