Trajectory - Seconds: 9.20, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.45, Y: 2.31), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 1.55, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.64, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.48)), Curvature: 0.01), 
State(Sec: 1.59, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.70, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.53)), Curvature: 0.01), 
State(Sec: 1.64, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.76, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.57)), Curvature: 0.01), 
State(Sec: 1.73, Vel m/s: 1.25, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.88, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.65)), Curvature: 0.01), 
State(Sec: 1.81, Vel m/s: 1.17, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.98, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.71)), Curvature: 0.01), 
State(Sec: 1.88, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.06, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.74)), Curvature: 0.01), 
State(Sec: 1.95, Vel m/s: 1.03, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.13, Y: 2.31), Rotation2d(Rads: 0.01, Deg: 0.75)), Curvature: -0.00), 
State(Sec: 2.07, Vel m/s: 0.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.25, Y: 2.32), Rotation2d(Rads: 0.01, Deg: 0.64)), Curvature: -0.03), 
State(Sec: 2.17, Vel m/s: 0.81, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.34, Y: 2.32), Rotation2d(Rads: 0.01, Deg: 0.50)), Curvature: 0.00), 
State(Sec: 2.20, Vel m/s: 0.78, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.36, Y: 2.32), Rotation2d(Rads: -0.02, Deg: -1.36)), Curvature: -3.00), 
State(Sec: 2.22, Vel m/s: 0.75, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.38, Y: 2.32), Rotation2d(Rads: -0.11, Deg: -6.24)), Curvature: -4.82), 
State(Sec: 2.24, Vel m/s: 0.74, Accel m/s/s: -0.35, Pose: Pose2d(Translation2d(X: 2.39, Y: 2.31), Rotation2d(Rads: -0.16, Deg: -9.40)), Curvature: -5.21), 
State(Sec: 2.25, Vel m/s: 0.73, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.40, Y: 2.31), Rotation2d(Rads: -0.22, Deg: -12.82)), Curvature: -5.27), 
State(Sec: 2.27, Vel m/s: 0.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.41, Y: 2.31), Rotation2d(Rads: -0.29, Deg: -16.34)), Curvature: -5.06), 
State(Sec: 2.29, Vel m/s: 0.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.42, Y: 2.31), Rotation2d(Rads: -0.35, Deg: -19.80)), Curvature: -4.66), 
State(Sec: 2.30, Vel m/s: 0.78, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.43, Y: 2.30), Rotation2d(Rads: -0.40, Deg: -23.10)), Curvature: -4.15), 
State(Sec: 2.32, Vel m/s: 0.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.45, Y: 2.29), Rotation2d(Rads: -0.46, Deg: -26.18)), Curvature: -3.60), 
State(Sec: 2.34, Vel m/s: 0.82, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.46, Y: 2.29), Rotation2d(Rads: -0.51, Deg: -28.99)), Curvature: -3.06), 
State(Sec: 2.36, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.47, Y: 2.28), Rotation2d(Rads: -0.55, Deg: -31.51)), Curvature: -2.56), 
State(Sec: 2.40, Vel m/s: 0.88, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.50, Y: 2.26), Rotation2d(Rads: -0.62, Deg: -35.68)), Curvature: -1.73), 
State(Sec: 2.44, Vel m/s: 0.92, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.53, Y: 2.24), Rotation2d(Rads: -0.68, Deg: -38.83)), Curvature: -1.14), 
State(Sec: 2.53, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.60, Y: 2.18), Rotation2d(Rads: -0.74, Deg: -42.65)), Curvature: -0.44), 
State(Sec: 2.64, Vel m/s: 1.12, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.68, Y: 2.10), Rotation2d(Rads: -0.77, Deg: -44.10)), Curvature: -0.08), 
State(Sec: 2.74, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.77, Y: 2.02), Rotation2d(Rads: -0.77, Deg: -43.83)), Curvature: 0.14), 
State(Sec: 2.79, Vel m/s: 1.27, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.82, Y: 1.97), Rotation2d(Rads: -0.75, Deg: -43.17)), Curvature: 0.22), 
State(Sec: 2.85, Vel m/s: 1.33, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.87, Y: 1.93), Rotation2d(Rads: -0.74, Deg: -42.17)), Curvature: 0.30), 
State(Sec: 2.90, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.92, Y: 1.88), Rotation2d(Rads: -0.71, Deg: -40.84)), Curvature: 0.37), 
State(Sec: 2.95, Vel m/s: 1.43, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.97, Y: 1.84), Rotation2d(Rads: -0.68, Deg: -39.20)), Curvature: 0.45), 
State(Sec: 2.99, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.03, Y: 1.79), Rotation2d(Rads: -0.65, Deg: -37.22)), Curvature: 0.53), 
State(Sec: 3.04, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.08, Y: 1.75), Rotation2d(Rads: -0.61, Deg: -34.92)), Curvature: 0.61), 
State(Sec: 3.09, Vel m/s: 1.57, Accel m/s/s: 0.54, Pose: Pose2d(Translation2d(X: 3.14, Y: 1.71), Rotation2d(Rads: -0.56, Deg: -32.28)), Curvature: 0.70), 
State(Sec: 3.13, Vel m/s: 1.59, Accel m/s/s: -0.76, Pose: Pose2d(Translation2d(X: 3.20, Y: 1.68), Rotation2d(Rads: -0.51, Deg: -29.32)), Curvature: 0.78), 
State(Sec: 3.18, Vel m/s: 1.56, Accel m/s/s: -0.61, Pose: Pose2d(Translation2d(X: 3.26, Y: 1.64), Rotation2d(Rads: -0.45, Deg: -26.06)), Curvature: 0.86), 
State(Sec: 3.22, Vel m/s: 1.53, Accel m/s/s: -0.40, Pose: Pose2d(Translation2d(X: 3.33, Y: 1.62), Rotation2d(Rads: -0.39, Deg: -22.54)), Curvature: 0.93), 
State(Sec: 3.26, Vel m/s: 1.51, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 3.39, Y: 1.59), Rotation2d(Rads: -0.33, Deg: -18.85)), Curvature: 0.98), 
State(Sec: 3.31, Vel m/s: 1.51, Accel m/s/s: -0.94, Pose: Pose2d(Translation2d(X: 3.45, Y: 1.57), Rotation2d(Rads: -0.26, Deg: -15.08)), Curvature: 0.99), 
State(Sec: 3.35, Vel m/s: 1.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.52, Y: 1.56), Rotation2d(Rads: -0.20, Deg: -11.37)), Curvature: 0.96), 
State(Sec: 3.40, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: 1.55), Rotation2d(Rads: -0.14, Deg: -7.89)), Curvature: 0.88), 
State(Sec: 3.44, Vel m/s: 1.38, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.65, Y: 1.54), Rotation2d(Rads: -0.08, Deg: -4.83)), Curvature: 0.75), 
State(Sec: 3.49, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.71, Y: 1.54), Rotation2d(Rads: -0.04, Deg: -2.38)), Curvature: 0.56), 
State(Sec: 3.54, Vel m/s: 1.28, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.78, Y: 1.53), Rotation2d(Rads: -0.01, Deg: -0.75)), Curvature: 0.31), 
State(Sec: 3.59, Vel m/s: 1.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.84, Y: 1.53), Rotation2d(Rads: -0.00, Deg: -0.16)), Curvature: 0.00), 
State(Sec: 3.65, Vel m/s: 1.17, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.90, Y: 1.53), Rotation2d(Rads: 0.02, Deg: 1.14)), Curvature: 0.69), 
State(Sec: 3.70, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.97, Y: 1.54), Rotation2d(Rads: 0.09, Deg: 4.88)), Curvature: 1.39), 
State(Sec: 3.73, Vel m/s: 1.09, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.00, Y: 1.54), Rotation2d(Rads: 0.13, Deg: 7.65)), Curvature: 1.76), 
State(Sec: 3.76, Vel m/s: 1.06, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.03, Y: 1.54), Rotation2d(Rads: 0.19, Deg: 11.01)), Curvature: 2.14), 
State(Sec: 3.79, Vel m/s: 1.03, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.06, Y: 1.55), Rotation2d(Rads: 0.26, Deg: 14.95)), Curvature: 2.53), 
State(Sec: 3.82, Vel m/s: 1.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.08, Y: 1.56), Rotation2d(Rads: 0.34, Deg: 19.44)), Curvature: 2.89), 
State(Sec: 3.84, Vel m/s: 0.98, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.11, Y: 1.57), Rotation2d(Rads: 0.43, Deg: 24.39)), Curvature: 3.19), 
State(Sec: 3.86, Vel m/s: 0.96, Accel m/s/s: -0.89, Pose: Pose2d(Translation2d(X: 4.12, Y: 1.58), Rotation2d(Rads: 0.47, Deg: 27.02)), Curvature: 3.30), 
State(Sec: 3.87, Vel m/s: 0.95, Accel m/s/s: -0.55, Pose: Pose2d(Translation2d(X: 4.14, Y: 1.58), Rotation2d(Rads: 0.52, Deg: 29.72)), Curvature: 3.39), 
State(Sec: 3.89, Vel m/s: 0.94, Accel m/s/s: -0.22, Pose: Pose2d(Translation2d(X: 4.15, Y: 1.59), Rotation2d(Rads: 0.57, Deg: 32.48)), Curvature: 3.45), 
State(Sec: 3.90, Vel m/s: 0.94, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 4.16, Y: 1.60), Rotation2d(Rads: 0.62, Deg: 35.27)), Curvature: 3.47), 
State(Sec: 3.92, Vel m/s: 0.94, Accel m/s/s: 0.43, Pose: Pose2d(Translation2d(X: 4.17, Y: 1.61), Rotation2d(Rads: 0.66, Deg: 38.09)), Curvature: 3.46), 
State(Sec: 3.93, Vel m/s: 0.95, Accel m/s/s: 0.75, Pose: Pose2d(Translation2d(X: 4.18, Y: 1.62), Rotation2d(Rads: 0.71, Deg: 40.90)), Curvature: 3.41), 
State(Sec: 3.95, Vel m/s: 0.96, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.19, Y: 1.63), Rotation2d(Rads: 0.76, Deg: 43.68)), Curvature: 3.34), 
State(Sec: 3.96, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.20, Y: 1.64), Rotation2d(Rads: 0.81, Deg: 46.43)), Curvature: 3.23), 
State(Sec: 3.98, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.21, Y: 1.65), Rotation2d(Rads: 0.86, Deg: 49.11)), Curvature: 3.10), 
State(Sec: 3.99, Vel m/s: 1.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.22, Y: 1.66), Rotation2d(Rads: 0.90, Deg: 51.72)), Curvature: 2.96), 
State(Sec: 4.02, Vel m/s: 1.03, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.24, Y: 1.68), Rotation2d(Rads: 0.99, Deg: 56.67)), Curvature: 2.63), 
State(Sec: 4.05, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.26, Y: 1.71), Rotation2d(Rads: 1.07, Deg: 61.22)), Curvature: 2.29), 
State(Sec: 4.09, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.27, Y: 1.74), Rotation2d(Rads: 1.14, Deg: 65.32)), Curvature: 1.96), 
State(Sec: 4.12, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.29, Y: 1.77), Rotation2d(Rads: 1.20, Deg: 68.98)), Curvature: 1.66), 
State(Sec: 4.15, Vel m/s: 1.16, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: 1.81), Rotation2d(Rads: 1.26, Deg: 72.23)), Curvature: 1.40), 
State(Sec: 4.18, Vel m/s: 1.19, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.31, Y: 1.85), Rotation2d(Rads: 1.31, Deg: 75.08)), Curvature: 1.17), 
State(Sec: 4.25, Vel m/s: 1.26, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.33, Y: 1.93), Rotation2d(Rads: 1.39, Deg: 79.77)), Curvature: 0.82), 
State(Sec: 4.32, Vel m/s: 1.33, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.34, Y: 2.02), Rotation2d(Rads: 1.45, Deg: 83.33)), Curvature: 0.57), 
State(Sec: 4.39, Vel m/s: 1.40, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.35, Y: 2.11), Rotation2d(Rads: 1.50, Deg: 86.00)), Curvature: 0.40), 
State(Sec: 4.47, Vel m/s: 1.47, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.35, Y: 2.22), Rotation2d(Rads: 1.54, Deg: 87.95)), Curvature: 0.27), 
State(Sec: 4.54, Vel m/s: 1.55, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 2.33), Rotation2d(Rads: 1.56, Deg: 89.33)), Curvature: 0.18), 
State(Sec: 4.61, Vel m/s: 1.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 2.44), Rotation2d(Rads: 1.57, Deg: 90.21)), Curvature: 0.10), 
State(Sec: 4.68, Vel m/s: 1.68, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 2.55), Rotation2d(Rads: 1.58, Deg: 90.66)), Curvature: 0.04), 
State(Sec: 4.74, Vel m/s: 1.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 2.67), Rotation2d(Rads: 1.58, Deg: 90.71)), Curvature: -0.02), 
State(Sec: 4.81, Vel m/s: 1.82, Accel m/s/s: -0.62, Pose: Pose2d(Translation2d(X: 4.35, Y: 2.78), Rotation2d(Rads: 1.58, Deg: 90.38)), Curvature: -0.08), 
State(Sec: 4.87, Vel m/s: 1.78, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.35, Y: 2.89), Rotation2d(Rads: 1.56, Deg: 89.65)), Curvature: -0.15), 
State(Sec: 4.93, Vel m/s: 1.71, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 3.00), Rotation2d(Rads: 1.54, Deg: 88.50)), Curvature: -0.22), 
State(Sec: 4.99, Vel m/s: 1.65, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.36, Y: 3.11), Rotation2d(Rads: 1.52, Deg: 86.90)), Curvature: -0.32), 
State(Sec: 5.06, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.37, Y: 3.21), Rotation2d(Rads: 1.48, Deg: 84.78)), Curvature: -0.43), 
State(Sec: 5.12, Vel m/s: 1.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.38, Y: 3.30), Rotation2d(Rads: 1.43, Deg: 82.09)), Curvature: -0.58), 
State(Sec: 5.17, Vel m/s: 1.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.39, Y: 3.39), Rotation2d(Rads: 1.37, Deg: 78.78)), Curvature: -0.75), 
State(Sec: 5.23, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.41, Y: 3.46), Rotation2d(Rads: 1.31, Deg: 74.81)), Curvature: -0.95), 
State(Sec: 5.29, Vel m/s: 1.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.43, Y: 3.54), Rotation2d(Rads: 1.23, Deg: 70.26)), Curvature: -1.15), 
State(Sec: 5.34, Vel m/s: 1.31, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.46, Y: 3.60), Rotation2d(Rads: 1.14, Deg: 65.29)), Curvature: -1.30), 
State(Sec: 5.39, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.49, Y: 3.66), Rotation2d(Rads: 1.05, Deg: 60.30)), Curvature: -1.31), 
State(Sec: 5.44, Vel m/s: 1.21, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.52, Y: 3.71), Rotation2d(Rads: 0.97, Deg: 55.86)), Curvature: -1.12), 
State(Sec: 5.49, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.56, Y: 3.76), Rotation2d(Rads: 0.92, Deg: 52.67)), Curvature: -0.67), 
State(Sec: 5.54, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.60, Y: 3.81), Rotation2d(Rads: 0.90, Deg: 51.46)), Curvature: 0.00), 
State(Sec: 5.60, Vel m/s: 1.05, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.63, Y: 3.86), Rotation2d(Rads: 0.84, Deg: 48.25)), Curvature: -1.81), 
State(Sec: 5.63, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.65, Y: 3.88), Rotation2d(Rads: 0.78, Deg: 44.50)), Curvature: -2.53), 
State(Sec: 5.66, Vel m/s: 0.99, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.68, Y: 3.90), Rotation2d(Rads: 0.69, Deg: 39.62)), Curvature: -3.06), 
State(Sec: 5.67, Vel m/s: 0.97, Accel m/s/s: -0.96, Pose: Pose2d(Translation2d(X: 4.69, Y: 3.91), Rotation2d(Rads: 0.64, Deg: 36.85)), Curvature: -3.23), 
State(Sec: 5.69, Vel m/s: 0.96, Accel m/s/s: -0.29, Pose: Pose2d(Translation2d(X: 4.70, Y: 3.92), Rotation2d(Rads: 0.59, Deg: 33.92)), Curvature: -3.33), 
State(Sec: 5.71, Vel m/s: 0.95, Accel m/s/s: 0.30, Pose: Pose2d(Translation2d(X: 4.71, Y: 3.92), Rotation2d(Rads: 0.54, Deg: 30.87)), Curvature: -3.36), 
State(Sec: 5.72, Vel m/s: 0.96, Accel m/s/s: 0.83, Pose: Pose2d(Translation2d(X: 4.73, Y: 3.93), Rotation2d(Rads: 0.48, Deg: 27.76)), Curvature: -3.32), 
State(Sec: 5.74, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.74, Y: 3.94), Rotation2d(Rads: 0.43, Deg: 24.64)), Curvature: -3.23), 
State(Sec: 5.76, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.76, Y: 3.95), Rotation2d(Rads: 0.38, Deg: 21.53)), Curvature: -3.09), 
State(Sec: 5.78, Vel m/s: 1.01, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.78, Y: 3.95), Rotation2d(Rads: 0.32, Deg: 18.50)), Curvature: -2.90), 
State(Sec: 5.79, Vel m/s: 1.03, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.79, Y: 3.96), Rotation2d(Rads: 0.27, Deg: 15.55)), Curvature: -2.70), 
State(Sec: 5.81, Vel m/s: 1.04, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.81, Y: 3.96), Rotation2d(Rads: 0.22, Deg: 12.73)), Curvature: -2.48), 
State(Sec: 5.83, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.83, Y: 3.97), Rotation2d(Rads: 0.18, Deg: 10.05)), Curvature: -2.26), 
State(Sec: 5.87, Vel m/s: 1.10, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.87, Y: 3.97), Rotation2d(Rads: 0.09, Deg: 5.13)), Curvature: -1.83), 
State(Sec: 5.91, Vel m/s: 1.14, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.92, Y: 3.97), Rotation2d(Rads: 0.01, Deg: 0.82)), Curvature: -1.46), 
State(Sec: 5.95, Vel m/s: 1.19, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.97, Y: 3.97), Rotation2d(Rads: -0.05, Deg: -2.91)), Curvature: -1.15), 
State(Sec: 6.00, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.02, Y: 3.97), Rotation2d(Rads: -0.11, Deg: -6.11)), Curvature: -0.91), 
State(Sec: 6.05, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.08, Y: 3.96), Rotation2d(Rads: -0.15, Deg: -8.86)), Curvature: -0.72), 
State(Sec: 6.10, Vel m/s: 1.33, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.15, Y: 3.95), Rotation2d(Rads: -0.20, Deg: -11.21)), Curvature: -0.57), 
State(Sec: 6.15, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.21, Y: 3.94), Rotation2d(Rads: -0.23, Deg: -13.24)), Curvature: -0.46), 
State(Sec: 6.20, Vel m/s: 1.43, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.28, Y: 3.92), Rotation2d(Rads: -0.26, Deg: -14.99)), Curvature: -0.37), 
State(Sec: 6.25, Vel m/s: 1.49, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.36, Y: 3.90), Rotation2d(Rads: -0.29, Deg: -16.51)), Curvature: -0.30), 
State(Sec: 6.31, Vel m/s: 1.54, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.44, Y: 3.87), Rotation2d(Rads: -0.31, Deg: -17.84)), Curvature: -0.25), 
State(Sec: 6.37, Vel m/s: 1.60, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.52, Y: 3.84), Rotation2d(Rads: -0.33, Deg: -18.99)), Curvature: -0.21), 
State(Sec: 6.42, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.61, Y: 3.81), Rotation2d(Rads: -0.35, Deg: -20.01)), Curvature: -0.18), 
State(Sec: 6.48, Vel m/s: 1.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.70, Y: 3.78), Rotation2d(Rads: -0.36, Deg: -20.90)), Curvature: -0.15), 
State(Sec: 6.54, Vel m/s: 1.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.80, Y: 3.74), Rotation2d(Rads: -0.38, Deg: -21.69)), Curvature: -0.13), 
State(Sec: 6.60, Vel m/s: 1.83, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.89, Y: 3.70), Rotation2d(Rads: -0.39, Deg: -22.39)), Curvature: -0.11), 
State(Sec: 6.65, Vel m/s: 1.89, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.99, Y: 3.66), Rotation2d(Rads: -0.40, Deg: -23.02)), Curvature: -0.09), 
