Trajectory - Seconds: 8.89, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.45, Y: 2.28), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 1.58, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.64, Y: 1.96), Rotation2d(Rads: -0.45, Deg: -25.62)), Curvature: -0.14), 
State(Sec: 1.63, Vel m/s: 1.63, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.72, Y: 1.92), Rotation2d(Rads: -0.46, Deg: -26.32)), Curvature: -0.12), 
State(Sec: 1.69, Vel m/s: 1.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.81, Y: 1.88), Rotation2d(Rads: -0.47, Deg: -26.94)), Curvature: -0.10), 
State(Sec: 1.75, Vel m/s: 1.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.90, Y: 1.83), Rotation2d(Rads: -0.48, Deg: -27.49)), Curvature: -0.09), 
State(Sec: 1.81, Vel m/s: 1.81, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.99, Y: 1.78), Rotation2d(Rads: -0.49, Deg: -27.96)), Curvature: -0.08), 
State(Sec: 1.86, Vel m/s: 1.86, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.08, Y: 1.74), Rotation2d(Rads: -0.50, Deg: -28.37)), Curvature: -0.06), 
State(Sec: 1.92, Vel m/s: 1.92, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.17, Y: 1.69), Rotation2d(Rads: -0.50, Deg: -28.71)), Curvature: -0.05), 
State(Sec: 1.97, Vel m/s: 1.97, Accel m/s/s: 0.13, Pose: Pose2d(Translation2d(X: 2.26, Y: 1.64), Rotation2d(Rads: -0.51, Deg: -29.00)), Curvature: -0.04), 
State(Sec: 2.03, Vel m/s: 1.98, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 2.35, Y: 1.58), Rotation2d(Rads: -0.51, Deg: -29.23)), Curvature: -0.03), 
State(Sec: 2.08, Vel m/s: 1.98, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 2.45, Y: 1.53), Rotation2d(Rads: -0.51, Deg: -29.40)), Curvature: -0.02), 
State(Sec: 2.13, Vel m/s: 1.99, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 2.54, Y: 1.48), Rotation2d(Rads: -0.52, Deg: -29.51)), Curvature: -0.01), 
State(Sec: 2.19, Vel m/s: 2.00, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 2.64, Y: 1.42), Rotation2d(Rads: -0.52, Deg: -29.58)), Curvature: -0.01), 
State(Sec: 2.24, Vel m/s: 2.00, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 2.73, Y: 1.37), Rotation2d(Rads: -0.52, Deg: -29.59)), Curvature: 0.00), 
State(Sec: 2.30, Vel m/s: 1.99, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 2.82, Y: 1.32), Rotation2d(Rads: -0.52, Deg: -29.54)), Curvature: 0.01), 
State(Sec: 2.35, Vel m/s: 1.99, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 2.92, Y: 1.27), Rotation2d(Rads: -0.51, Deg: -29.44)), Curvature: 0.02), 
State(Sec: 2.40, Vel m/s: 1.98, Accel m/s/s: -0.35, Pose: Pose2d(Translation2d(X: 3.01, Y: 1.21), Rotation2d(Rads: -0.51, Deg: -29.28)), Curvature: 0.03), 
State(Sec: 2.46, Vel m/s: 1.96, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.10, Y: 1.16), Rotation2d(Rads: -0.51, Deg: -29.06)), Curvature: 0.04), 
State(Sec: 2.51, Vel m/s: 1.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.19, Y: 1.11), Rotation2d(Rads: -0.50, Deg: -28.77)), Curvature: 0.06), 
State(Sec: 2.56, Vel m/s: 1.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.27, Y: 1.07), Rotation2d(Rads: -0.50, Deg: -28.41)), Curvature: 0.07), 
State(Sec: 2.61, Vel m/s: 1.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.36, Y: 1.02), Rotation2d(Rads: -0.49, Deg: -27.97)), Curvature: 0.09), 
State(Sec: 2.67, Vel m/s: 1.75, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.44, Y: 0.98), Rotation2d(Rads: -0.48, Deg: -27.45)), Curvature: 0.11), 
State(Sec: 2.72, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.53, Y: 0.93), Rotation2d(Rads: -0.47, Deg: -26.83)), Curvature: 0.13), 
State(Sec: 2.77, Vel m/s: 1.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.61, Y: 0.90), Rotation2d(Rads: -0.46, Deg: -26.10)), Curvature: 0.16), 
State(Sec: 2.83, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.68, Y: 0.86), Rotation2d(Rads: -0.44, Deg: -25.26)), Curvature: 0.19), 
State(Sec: 2.88, Vel m/s: 1.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.76, Y: 0.82), Rotation2d(Rads: -0.42, Deg: -24.27)), Curvature: 0.23), 
State(Sec: 2.93, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.83, Y: 0.79), Rotation2d(Rads: -0.40, Deg: -23.13)), Curvature: 0.28), 
State(Sec: 2.98, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.90, Y: 0.76), Rotation2d(Rads: -0.38, Deg: -21.80)), Curvature: 0.35), 
State(Sec: 3.03, Vel m/s: 1.38, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.96, Y: 0.74), Rotation2d(Rads: -0.35, Deg: -20.26)), Curvature: 0.43), 
State(Sec: 3.08, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.02, Y: 0.72), Rotation2d(Rads: -0.32, Deg: -18.46)), Curvature: 0.53), 
State(Sec: 3.13, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.08, Y: 0.70), Rotation2d(Rads: -0.29, Deg: -16.37)), Curvature: 0.66), 
State(Sec: 3.17, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.14, Y: 0.68), Rotation2d(Rads: -0.24, Deg: -13.94)), Curvature: 0.83), 
State(Sec: 3.22, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.19, Y: 0.67), Rotation2d(Rads: -0.19, Deg: -11.10)), Curvature: 1.04), 
State(Sec: 3.26, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.24, Y: 0.66), Rotation2d(Rads: -0.14, Deg: -7.80)), Curvature: 1.30), 
State(Sec: 3.30, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.28, Y: 0.66), Rotation2d(Rads: -0.07, Deg: -3.98)), Curvature: 1.63), 
State(Sec: 3.34, Vel m/s: 1.08, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.33, Y: 0.66), Rotation2d(Rads: 0.01, Deg: 0.41)), Curvature: 2.01), 
State(Sec: 3.37, Vel m/s: 1.04, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.37, Y: 0.66), Rotation2d(Rads: 0.09, Deg: 5.39)), Curvature: 2.43), 
State(Sec: 3.39, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.38, Y: 0.66), Rotation2d(Rads: 0.14, Deg: 8.08)), Curvature: 2.65), 
State(Sec: 3.41, Vel m/s: 1.01, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.40, Y: 0.66), Rotation2d(Rads: 0.19, Deg: 10.91)), Curvature: 2.85), 
State(Sec: 3.43, Vel m/s: 0.99, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.42, Y: 0.67), Rotation2d(Rads: 0.24, Deg: 13.84)), Curvature: 3.05), 
State(Sec: 3.44, Vel m/s: 0.97, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.43, Y: 0.67), Rotation2d(Rads: 0.29, Deg: 16.86)), Curvature: 3.21), 
State(Sec: 3.46, Vel m/s: 0.96, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 4.45, Y: 0.68), Rotation2d(Rads: 0.35, Deg: 19.94)), Curvature: 3.34), 
State(Sec: 3.48, Vel m/s: 0.94, Accel m/s/s: -0.26, Pose: Pose2d(Translation2d(X: 4.47, Y: 0.68), Rotation2d(Rads: 0.40, Deg: 23.04)), Curvature: 3.42), 
State(Sec: 3.49, Vel m/s: 0.94, Accel m/s/s: 0.24, Pose: Pose2d(Translation2d(X: 4.48, Y: 0.69), Rotation2d(Rads: 0.46, Deg: 26.14)), Curvature: 3.45), 
State(Sec: 3.51, Vel m/s: 0.94, Accel m/s/s: 0.79, Pose: Pose2d(Translation2d(X: 4.49, Y: 0.70), Rotation2d(Rads: 0.51, Deg: 29.18)), Curvature: 3.43), 
State(Sec: 3.53, Vel m/s: 0.96, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.51, Y: 0.71), Rotation2d(Rads: 0.56, Deg: 32.13)), Curvature: 3.34), 
State(Sec: 3.54, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.52, Y: 0.71), Rotation2d(Rads: 0.61, Deg: 34.95)), Curvature: 3.20), 
State(Sec: 3.56, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.53, Y: 0.72), Rotation2d(Rads: 0.66, Deg: 37.61)), Curvature: 3.01), 
State(Sec: 3.57, Vel m/s: 1.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.54, Y: 0.73), Rotation2d(Rads: 0.70, Deg: 40.08)), Curvature: 2.77), 
State(Sec: 3.60, Vel m/s: 1.03, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.56, Y: 0.75), Rotation2d(Rads: 0.77, Deg: 44.31)), Curvature: 2.19), 
State(Sec: 3.63, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.58, Y: 0.77), Rotation2d(Rads: 0.83, Deg: 47.48)), Curvature: 1.52), 
State(Sec: 3.68, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.62, Y: 0.82), Rotation2d(Rads: 0.88, Deg: 50.14)), Curvature: 0.00), 
State(Sec: 3.79, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.70, Y: 0.91), Rotation2d(Rads: 0.93, Deg: 53.39)), Curvature: 0.81), 
State(Sec: 3.84, Vel m/s: 1.27, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.74, Y: 0.97), Rotation2d(Rads: 0.99, Deg: 56.64)), Curvature: 0.93), 
State(Sec: 3.89, Vel m/s: 1.32, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.77, Y: 1.02), Rotation2d(Rads: 1.05, Deg: 60.25)), Curvature: 0.91), 
State(Sec: 3.95, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.81, Y: 1.09), Rotation2d(Rads: 1.11, Deg: 63.84)), Curvature: 0.82), 
State(Sec: 4.00, Vel m/s: 1.43, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.84, Y: 1.16), Rotation2d(Rads: 1.17, Deg: 67.18)), Curvature: 0.69), 
State(Sec: 4.06, Vel m/s: 1.49, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.87, Y: 1.24), Rotation2d(Rads: 1.22, Deg: 70.14)), Curvature: 0.56), 
State(Sec: 4.12, Vel m/s: 1.55, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.90, Y: 1.32), Rotation2d(Rads: 1.27, Deg: 72.68)), Curvature: 0.44), 
State(Sec: 4.18, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.92, Y: 1.41), Rotation2d(Rads: 1.31, Deg: 74.82)), Curvature: 0.35), 
State(Sec: 4.24, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.95, Y: 1.51), Rotation2d(Rads: 1.34, Deg: 76.59)), Curvature: 0.27), 
State(Sec: 4.30, Vel m/s: 1.73, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 4.97, Y: 1.61), Rotation2d(Rads: 1.36, Deg: 78.02)), Curvature: 0.21), 
State(Sec: 4.36, Vel m/s: 1.77, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.99, Y: 1.72), Rotation2d(Rads: 1.38, Deg: 79.15)), Curvature: 0.16), 
State(Sec: 4.43, Vel m/s: 1.71, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.01, Y: 1.83), Rotation2d(Rads: 1.40, Deg: 80.01)), Curvature: 0.11), 
State(Sec: 4.49, Vel m/s: 1.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.03, Y: 1.94), Rotation2d(Rads: 1.41, Deg: 80.62)), Curvature: 0.08), 
State(Sec: 4.57, Vel m/s: 1.57, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.05, Y: 2.05), Rotation2d(Rads: 1.41, Deg: 81.00)), Curvature: 0.04), 
State(Sec: 4.64, Vel m/s: 1.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.07, Y: 2.16), Rotation2d(Rads: 1.42, Deg: 81.14)), Curvature: 0.00), 
State(Sec: 4.71, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.08, Y: 2.27), Rotation2d(Rads: 1.41, Deg: 81.04)), Curvature: -0.04), 
State(Sec: 4.79, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.10, Y: 2.38), Rotation2d(Rads: 1.41, Deg: 80.68)), Curvature: -0.08), 
State(Sec: 4.87, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.12, Y: 2.48), Rotation2d(Rads: 1.40, Deg: 80.02)), Curvature: -0.14), 
State(Sec: 4.95, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.14, Y: 2.58), Rotation2d(Rads: 1.38, Deg: 79.00)), Curvature: -0.23), 
State(Sec: 5.03, Vel m/s: 1.11, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.15, Y: 2.66), Rotation2d(Rads: 1.35, Deg: 77.55)), Curvature: -0.34), 
State(Sec: 5.11, Vel m/s: 1.03, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.17, Y: 2.74), Rotation2d(Rads: 1.32, Deg: 75.54)), Curvature: -0.52), 
State(Sec: 5.18, Vel m/s: 0.96, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.19, Y: 2.82), Rotation2d(Rads: 1.27, Deg: 72.77)), Curvature: -0.80), 
State(Sec: 5.25, Vel m/s: 0.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.21, Y: 2.88), Rotation2d(Rads: 1.20, Deg: 68.98)), Curvature: -1.26), 
State(Sec: 5.29, Vel m/s: 0.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.23, Y: 2.91), Rotation2d(Rads: 1.16, Deg: 66.58)), Curvature: -1.58), 
State(Sec: 5.32, Vel m/s: 0.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.24, Y: 2.93), Rotation2d(Rads: 1.11, Deg: 63.78)), Curvature: -2.00), 
State(Sec: 5.35, Vel m/s: 0.79, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: 2.95), Rotation2d(Rads: 1.06, Deg: 60.51)), Curvature: -2.52), 
State(Sec: 5.38, Vel m/s: 0.75, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.26, Y: 2.97), Rotation2d(Rads: 0.99, Deg: 56.71)), Curvature: -3.16), 
State(Sec: 5.41, Vel m/s: 0.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.27, Y: 2.99), Rotation2d(Rads: 0.91, Deg: 52.32)), Curvature: -3.93), 
State(Sec: 5.44, Vel m/s: 0.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.29, Y: 3.01), Rotation2d(Rads: 0.83, Deg: 47.34)), Curvature: -4.78), 
State(Sec: 5.45, Vel m/s: 0.68, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.29, Y: 3.01), Rotation2d(Rads: 0.78, Deg: 44.63)), Curvature: -5.22), 
State(Sec: 5.47, Vel m/s: 0.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.30, Y: 3.02), Rotation2d(Rads: 0.73, Deg: 41.79)), Curvature: -5.64), 
State(Sec: 5.48, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.31, Y: 3.02), Rotation2d(Rads: 0.68, Deg: 38.83)), Curvature: -6.03), 
State(Sec: 5.49, Vel m/s: 0.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.31, Y: 3.03), Rotation2d(Rads: 0.62, Deg: 35.78)), Curvature: -6.37), 
State(Sec: 5.51, Vel m/s: 0.63, Accel m/s/s: -0.85, Pose: Pose2d(Translation2d(X: 5.32, Y: 3.03), Rotation2d(Rads: 0.57, Deg: 32.67)), Curvature: -6.64), 
State(Sec: 5.52, Vel m/s: 0.62, Accel m/s/s: -0.32, Pose: Pose2d(Translation2d(X: 5.33, Y: 3.04), Rotation2d(Rads: 0.52, Deg: 29.53)), Curvature: -6.81), 
State(Sec: 5.53, Vel m/s: 0.62, Accel m/s/s: 0.25, Pose: Pose2d(Translation2d(X: 5.33, Y: 3.04), Rotation2d(Rads: 0.46, Deg: 26.40)), Curvature: -6.88), 
State(Sec: 5.54, Vel m/s: 0.62, Accel m/s/s: 0.87, Pose: Pose2d(Translation2d(X: 5.34, Y: 3.05), Rotation2d(Rads: 0.41, Deg: 23.32)), Curvature: -6.83), 
State(Sec: 5.56, Vel m/s: 0.63, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.35, Y: 3.05), Rotation2d(Rads: 0.35, Deg: 20.33)), Curvature: -6.66), 
State(Sec: 5.57, Vel m/s: 0.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.36, Y: 3.05), Rotation2d(Rads: 0.30, Deg: 17.46)), Curvature: -6.38), 
State(Sec: 5.58, Vel m/s: 0.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.36, Y: 3.05), Rotation2d(Rads: 0.26, Deg: 14.77)), Curvature: -5.99), 
State(Sec: 5.59, Vel m/s: 0.66, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.37, Y: 3.05), Rotation2d(Rads: 0.21, Deg: 12.28)), Curvature: -5.52), 
State(Sec: 5.61, Vel m/s: 0.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.39, Y: 3.06), Rotation2d(Rads: 0.14, Deg: 7.99)), Curvature: -4.36), 
State(Sec: 5.64, Vel m/s: 0.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.40, Y: 3.06), Rotation2d(Rads: 0.08, Deg: 4.79)), Curvature: -3.02), 
State(Sec: 5.68, Vel m/s: 0.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.43, Y: 3.06), Rotation2d(Rads: 0.04, Deg: 2.10)), Curvature: -0.00), 
State(Sec: 5.76, Vel m/s: 0.83, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.49, Y: 3.06), Rotation2d(Rads: -0.04, Deg: -2.02)), Curvature: -2.01), 
State(Sec: 5.79, Vel m/s: 0.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.53, Y: 3.06), Rotation2d(Rads: -0.11, Deg: -6.13)), Curvature: -2.30), 
State(Sec: 5.83, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.56, Y: 3.05), Rotation2d(Rads: -0.19, Deg: -10.68)), Curvature: -2.21), 
State(Sec: 5.87, Vel m/s: 0.95, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.60, Y: 3.05), Rotation2d(Rads: -0.26, Deg: -15.16)), Curvature: -1.91), 
State(Sec: 5.92, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.64, Y: 3.03), Rotation2d(Rads: -0.34, Deg: -19.23)), Curvature: -1.55), 
State(Sec: 5.96, Vel m/s: 1.03, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.68, Y: 3.02), Rotation2d(Rads: -0.40, Deg: -22.78)), Curvature: -1.21), 
State(Sec: 6.01, Vel m/s: 1.08, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.72, Y: 3.00), Rotation2d(Rads: -0.45, Deg: -25.78)), Curvature: -0.93), 
State(Sec: 6.11, Vel m/s: 1.18, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.82, Y: 2.94), Rotation2d(Rads: -0.53, Deg: -30.28)), Curvature: -0.54), 
State(Sec: 6.21, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.93, Y: 2.88), Rotation2d(Rads: -0.58, Deg: -33.21)), Curvature: -0.30), 
State(Sec: 6.26, Vel m/s: 1.33, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.98, Y: 2.84), Rotation2d(Rads: -0.60, Deg: -34.21)), Curvature: -0.22), 
State(Sec: 6.31, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.04, Y: 2.80), Rotation2d(Rads: -0.61, Deg: -34.97)), Curvature: -0.16), 
State(Sec: 6.36, Vel m/s: 1.43, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.10, Y: 2.76), Rotation2d(Rads: -0.62, Deg: -35.49)), Curvature: -0.10), 
State(Sec: 6.41, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.16, Y: 2.72), Rotation2d(Rads: -0.62, Deg: -35.81)), Curvature: -0.05), 
State(Sec: 6.46, Vel m/s: 1.53, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.22, Y: 2.68), Rotation2d(Rads: -0.63, Deg: -35.93)), Curvature: -0.01), 
State(Sec: 6.51, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.27, Y: 2.63), Rotation2d(Rads: -0.63, Deg: -35.86)), Curvature: 0.04), 
State(Sec: 6.55, Vel m/s: 1.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.33, Y: 2.59), Rotation2d(Rads: -0.62, Deg: -35.60)), Curvature: 0.09), 
State(Sec: 6.59, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.39, Y: 2.55), Rotation2d(Rads: -0.61, Deg: -35.13)), Curvature: 0.14), 
State(Sec: 6.63, Vel m/s: 1.71, Accel m/s/s: -0.92, Pose: Pose2d(Translation2d(X: 6.44, Y: 2.51), Rotation2d(Rads: -0.60, Deg: -34.45)), Curvature: 0.21), 
State(Sec: 6.67, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.50, Y: 2.48), Rotation2d(Rads: -0.59, Deg: -33.54)), Curvature: 0.29), 
State(Sec: 6.75, Vel m/s: 1.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.60, Y: 2.41), Rotation2d(Rads: -0.54, Deg: -30.91)), Curvature: 0.50), 
State(Sec: 6.81, Vel m/s: 1.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.69, Y: 2.36), Rotation2d(Rads: -0.47, Deg: -27.05)), Curvature: 0.80), 
